uniquedesignation,track_id,X,Y,Z,timefromstart,distanceonline,owningunit,sidc,status911,speed,staffcomment
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.749,36.5873,256.513,3.890066667,5900,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.754,36.5892,233.008,3.5604,5400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.758,36.5874,257.385,3.230733333,4900,2-3-C-2,SFGPEVAL-------,0,100,
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.722,36.6001,170.665,2.4947,3800,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.896,36.5824,65.1747,2.42905,3700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.812,36.5723,56.3759,7.51815,8100,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.882,36.5879,20.0566,4.4999,5100,2-3-A-1,SFGPEVAL-------,1,100,
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.719,36.6018,142.447,2.878883333,4100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.922,36.6285,9.85568,1.7069,2600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.82,36.5738,45.3452,7.852766667,8900,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.804,36.5707,69.2818,6.868433333,7400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.88,36.5912,13.7281,4.146966667,4700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.716,36.602,111.643,2.95425,4500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.92,36.6275,10.0814,1.5756,2400,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.887,36.5838,50.9722,4.5,4500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 2 A,{ec413363-2a26-4e9e-bd8f-07de18b24d32},-121.962,36.5867,18.7908,1.3845,1800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.813,36.5725,54.8908,7.610966667,8200,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.879,36.5894,9.18849,3.882266667,4400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.924,36.5977,137.431,5.383366667,5800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.927,36.5994,127.837,5.104916667,5500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.924,36.6024,129.471,3.510833333,5000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.748,36.5877,250.187,3.956,6000,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.753,36.5889,243.113,3.626333333,5500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.758,36.5881,254.493,3.296666667,5000,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.896,36.5824,65.1747,3.7,3700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.899,36.5819,80.6128,3.4,3400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.821,36.5743,44.4855,7.941,9000,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.805,36.5709,67.5381,6.96125,7500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.721,36.6008,160.545,2.56035,3900,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.895,36.5826,62.7355,2.4947,3800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.883,36.5871,22.2181,4.588133333,5200,2-3-A-1,SFGPEVAL-------,1,100,
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.814,36.5727,53.5193,7.703783333,8300,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.718,36.6013,136.446,2.9491,4200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.881,36.5905,14.2301,4.2352,4800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.822,36.575,43.5832,8.029233333,9100,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.806,36.5711,65.2863,7.054066667,7600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.923,36.5971,145.13,5.476183333,5900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.926,36.5988,128.553,5.197733333,5600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.925,36.602,130.907,3.58105,5100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.747,36.5879,244.595,4.021933333,6100,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.752,36.5883,252.237,3.692266667,5600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.757,36.5888,250.542,3.3626,5100,2-3-C-2,SFGPEVAL-------,0,100,
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.716,36.6028,98.2371,3.0199,4600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.886,36.5841,46.0965,4.6,4600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
3B1-029,{c2d72efb-9215-4567-8f9f-3f8c55592aeb},-121.964,36.5874,9.07598,1.538333333,2000,2-3-B-1,SFGPEVAL-------,0,100,
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.815,36.5727,52.1785,7.7966,8400,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.898,36.5821,76.0326,3.5,3500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.895,36.5826,62.7355,3.8,3800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.823,36.5756,42.8203,8.117466667,9200,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.807,36.5713,63.8537,7.146883333,7700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.883,36.5863,25.7875,4.676366667,5300,2-3-A-1,SFGPEVAL-------,1,100,
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.72,36.6014,150.881,2.626,4000,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.922,36.6294,10.1376,1.77255,2700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.894,36.5828,61.5252,2.56035,3900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.816,36.5728,50.7045,7.889416667,8500,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.882,36.5897,15.9318,4.323433333,4900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.922,36.5966,152.514,5.569,6000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.925,36.5983,130.994,5.29055,5700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.926,36.6015,130.347,3.651266667,5200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.746,36.5882,245.896,4.087866667,6200,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.751,36.5879,253.671,3.7582,5700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.756,36.5888,241.38,3.428533333,5200,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.718,36.6008,132.962,3.019316667,4300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.921,36.628,9.81711,1.64125,2500,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.823,36.5762,41.8533,8.2057,9300,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.808,36.5715,62.4998,7.2397,7800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.9,36.636,36.4377,4.1,4600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.715,36.6032,87.4658,3.08555,4700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.885,36.5846,40.5139,3.08555,4700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.817,36.5729,49.2256,7.982233333,8600,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.897,36.5823,69.8532,2.769,3600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.884,36.5856,31.0546,4.7646,5400,2-3-A-1,SFGPEVAL-------,1,100,
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.824,36.5769,41.0094,8.293933333,9400,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.809,36.5718,60.9443,7.332516667,7900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.921,36.596,159.869,5.661816667,6100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.924,36.5977,137.431,5.383366667,5800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.927,36.601,127.149,3.721483333,5300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.745,36.5886,250.071,4.1538,6300,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.75,36.5872,252.375,3.824133333,5800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.755,36.5893,234.668,3.494466667,5300,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 2 A,{ec413363-2a26-4e9e-bd8f-07de18b24d32},-121.963,36.5868,11.9623,1.461416667,1900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.719,36.6018,142.447,2.69165,4100,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.894,36.5828,61.5252,3.9,3900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.893,36.5829,60.4522,2.626,4000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.882,36.5888,18.0068,4.411666667,5000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.818,36.5731,47.7674,8.07505,8700,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.717,36.6011,124.496,3.089533333,4400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.88,36.5912,13.7281,4.146966667,4700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.825,36.5776,40.3878,8.382166667,9500,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.81,36.572,58.6772,7.425333333,8000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.714,36.6035,81.8179,3.1512,4800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.884,36.5851,35.1331,3.1512,4800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.819,36.5734,46.376,8.167866667,8800,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.885,36.585,36.6382,4.852833333,5500,2-3-A-1,SFGPEVAL-------,1,100,
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.921,36.5953,166.193,5.754633333,6200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.923,36.5971,145.13,5.476183333,5900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.927,36.6002,126.768,3.7917,5400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.744,36.5891,258.233,4.219733333,6400,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.749,36.5873,256.513,3.890066667,5900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.754,36.5892,233.008,3.5604,5400,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.922,36.6303,10.3724,1.8382,2800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.896,36.5824,65.1747,2.845916667,3700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.826,36.5783,39.3448,8.4704,9600,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.812,36.5723,56.3759,7.51815,8100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.882,36.5879,20.0566,4.4999,5100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
3B1-029,{c2d72efb-9215-4567-8f9f-3f8c55592aeb},-121.963,36.5882,8.72961,1.61525,2100,2-3-B-1,SFGPEVAL-------,0,100,
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.718,36.6013,136.446,2.7573,4200,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.922,36.6285,9.85568,1.7069,2600,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.892,36.5831,59.0547,2.69165,4100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.893,36.5829,60.4522,4,4000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.82,36.5738,45.3452,8.260683333,8900,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.881,36.5905,14.2301,4.2352,4800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.716,36.602,111.643,3.15975,4500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.826,36.5791,38.5101,8.558633333,9700,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.813,36.5725,54.8908,7.610966667,8200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.921,36.5944,171.834,5.84745,6300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.922,36.5966,152.514,5.569,6000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.927,36.5994,127.837,3.861916667,5500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.743,36.5895,262.071,4.285666667,6500,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.748,36.5877,250.187,3.956,6000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.753,36.5889,243.113,3.626333333,5500,2-3-C-2,SFGPEVAL-------,0,100,
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.713,36.6036,77.207,3.21685,4900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.884,36.5858,29.6093,3.21685,4900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.885,36.5844,42.0462,4.941066667,5600,2-3-A-1,SFGPEVAL-------,1,100,
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.821,36.5743,44.4855,8.3535,9000,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.895,36.5826,62.7355,2.922833333,3800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.883,36.5871,22.2181,4.588133333,5200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.827,36.5799,37.6327,8.646866667,9800,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.814,36.5727,53.5193,7.703783333,8300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.718,36.6008,132.962,2.82295,4300,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.89,36.5832,57.9191,2.7573,4200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.882,36.5897,15.9318,4.323433333,4900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.822,36.575,43.5832,8.446316667,9100,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.921,36.5936,178.828,5.940266667,6400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.921,36.596,159.869,5.661816667,6100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.926,36.5988,128.553,3.932133333,5600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.743,36.592,263.38,4.3516,6600,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.747,36.5879,244.595,4.021933333,6100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.752,36.5883,252.237,3.692266667,5600,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.716,36.6028,98.2371,3.229966667,4600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.892,36.5831,59.0547,4.1,4100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
Wolfpack 2 A,{ec413363-2a26-4e9e-bd8f-07de18b24d32},-121.964,36.5874,9.07598,1.538333333,2000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.827,36.5805,36.8922,8.7351,9900,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.815,36.5727,52.1785,7.7966,8400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.886,36.584,47.4617,5.0293,5700,2-3-A-1,SFGPEVAL-------,1,100,
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.712,36.604,74.6862,3.2825,5000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.923,36.6311,10.3522,1.90385,2900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.883,36.5865,24.6247,3.2825,5000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.823,36.5756,42.8203,8.539133333,9200,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.883,36.5863,25.7875,4.676366667,5300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.922,36.6294,10.1376,1.77255,2700,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.894,36.5828,61.5252,2.99975,3900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.828,36.5812,37.7577,8.823333333,10000,2-3-A-1,SFGPEVAL-------,0,100,
